,article_id,product_code,prod_name,product_type_no,product_type_name,product_group_name,graphical_appearance_no,graphical_appearance_name,colour_group_code,colour_group_name,perceived_colour_value_id,perceived_colour_value_name,perceived_colour_master_id,perceived_colour_master_name,department_no,department_name,index_code,index_name,index_group_no,index_group_name,section_no,section_name,garment_group_no,garment_group_name,detail_desc,t_dat,customer_id,price,sales_channel_id,month,FN,Active,club_member_status,fashion_news_frequency,age,postal_code,age_group,age_group_order,age_group_order_rev,price_int,age_rev
570135,13744,559633,Jane Swimsuit,57,Swimsuit,Swimwear,1010026,Other structure,9,Black,4,Dark,5,Black,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Fully lined, textured swimsuit with padded cups that shape the bust and provide good support. Concealed elastication under the bust and a low-cut back.",2020-06-25,1087009,0.036,1,6,0.0,,ACTIVE,NONE,37.0,a3628939275acf7dda4de29922d499e51189fa38975685748b6d97ce5b9b9b7e,35-44,37.0,3.0,36,4
902785,45238,682550,Uno Hood (1),308,Hoodie,Garment Upper body,1010016,Solid,13,Beige,2,Medium Dusty,11,Beige,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,"Jacket in sweatshirt fabric with a lined drawstring hood, zip down the front, side pockets and ribbing at the cuffs and hem. Soft brushed inside.",2020-05-02,1187147,0.0338813559322033,2,5,0.0,,ACTIVE,NONE,30.0,0858fc8354286c90b38e25a77e2be4d6608cdb61436c52b5eaee3759db5b9f5c,25-34,30.0,10.0,33,11
4114499,78496,794320,STRONG seamless HW tights,273,Leggings/Tights,Garment Lower body,1010010,Melange,9,Black,4,Dark,5,Black,8310,Ladies Sport Bottoms,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,"High-waisted sports tights in fast-drying functional fabric with jacquard-patterned details. Wide, elasticated panel to hold in and shape the waist and sculpting seams at the back to showcase the body’s physique. The tights are designed with the minimum number of seams for a more comfortable fit and increased mobility.",2020-06-10,884380,0.0423559322033898,2,6,1.0,1.0,ACTIVE,Regularly,28.0,28dfbecaeedb2bae70f53bdae39b2b8edd6c6216781558859e8ced783d71c9c3,25-34,28.0,12.0,42,13
86047,95949,868405,Dexter crop tanktop conscious,253,Vest top,Garment Upper body,1010010,Melange,7,Grey,1,Dusty Light,12,Grey,8316,Ladies Sport Bras,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,"Cropped, fitted sports vest top in stretch jersey with a round neckline and racer back.",2020-07-16,436535,0.0169322033898305,1,7,0.0,,ACTIVE,NONE,38.0,1107549216de4d06ee9597ea68c8abb97576d14e7cc6f123998d276329121261,35-44,38.0,2.0,16,3
3667554,92254,852940,Vienna Blazer Dress(1),265,Dress,Garment Full body,1010016,Solid,10,White,3,Light,9,White,1344,Dresses,D,Divided,2,Divided,53,Divided Collection,1013,Dresses Ladies,"Short, fitted jacket dress in a crêpe weave with peak lapels, a wrapover front with a concealed fastening and a detachable belt at the waist. Unlined.",2020-07-09,1120491,0.0329152542372881,2,7,0.0,,ACTIVE,NONE,26.0,bed4371057808ba1a724f295a995567e3f2b47c265124394d728330af019551e,25-34,26.0,14.0,32,15
38111,87429,827760,Anna pump,90,Pumps,Shoes,1010016,Solid,9,Black,4,Dark,5,Black,3528,Heels,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,Court shoes with pointed toes and covered heels. Satin linings and imitation leather insoles. Heel 6 cm.,2020-06-16,1187123,0.0254067796610169,2,6,1.0,1.0,ACTIVE,Regularly,38.0,909fe0a85bde605945184275817550e753ab20fa8f96ed920ffebb184f341b69,35-44,38.0,2.0,25,3
631989,101431,896559,Paros Inbuilt Bra Tank,253,Vest top,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,8316,Ladies Sport Bras,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,Fitted sports top in fast-drying functional fabric with a square neckline front and back and an integral sports bra with a double-layered front and elasticated hem.,2020-07-27,1131046,0.0246949152542372,2,7,1.0,1.0,ACTIVE,Regularly,26.0,a0b9a6cb37b91d427de898429c72babdfb74218c8297930a1724f698302d42c7,25-34,26.0,14.0,24,15
1697226,93384,857812,Marina,265,Dress,Garment Full body,1010017,Stripe,11,Off White,1,Dusty Light,9,White,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"Short, wide dress in an airy weave with a V-shaped opening at the top and narrow ties at the neckline. 3/4-length raglan puff sleeves with elastication at the cuffs and a seam at the waist and on the skirt. Unlined.",2020-05-21,98836,0.0338813559322033,2,5,1.0,1.0,ACTIVE,Regularly,32.0,19648a8bbd2289b761ec05f785f61f0c4d0fcb2f763bad46f7db3162fbb89e6b,25-34,32.0,8.0,33,9
2482432,96034,868762,Cilantro Dress_,265,Dress,Garment Full body,1010016,Solid,42,Red,7,Medium,18,Red,1313,Dress,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1013,Dresses Ladies,"Short dress in woven fabric with an opening and covered button at the back of the neck, short, wide sleeves and detachable tie belt at the waist. Unlined.",2020-05-22,148524,0.0243898305084745,2,5,1.0,1.0,ACTIVE,Regularly,37.0,81731301de517b437a508271aec4a11435bbf1a302592862f4b82f25a245d7d9,35-44,37.0,3.0,24,4
3774207,100363,889771,Katie jumpsuit,265,Dress,Garment Full body,1010016,Solid,11,Off White,1,Dusty Light,9,White,1344,Dresses,D,Divided,2,Divided,53,Divided Collection,1013,Dresses Ladies,"Sleeveless jumpsuit in woven fabric with narrow, adjustable shoulder straps and a deep V-neck with a sewn-in wrapover at the top. Detachable belt at the waist with a covered buckle, a concealed zip in one side and straight, ankle-length legs.",2020-07-16,422540,0.0220169491525423,2,7,0.0,,ACTIVE,NONE,27.0,a410d5191d09bad1f20f47b6ae90a077627614efad3f42add8f7dca8bad4de1b,25-34,27.0,13.0,22,14
4378177,89799,840027,Selina skirt,275,Skirt,Garment Lower body,1010016,Solid,91,Light Green,1,Dusty Light,19,Green,1941,Blouse & Dress,A,Ladieswear,1,Ladieswear,18,Womens Trend,1010,Blouses,"Long skirt in a Tencel™ lyocell and viscose weave with a high waist, concealed zip at the back and gently flared hem with a slit at the front. Slightly longer at the back. Unlined.",2020-06-02,180853,0.0677796610169491,2,6,0.0,,ACTIVE,NONE,27.0,1e96bf69dc76baaaadf48952f3c52ff3aded07b81ee0b92e690bc93b7e1da37f,25-34,27.0,13.0,67,14
192135,84347,815434,CLIMA  HW Hotpants,-1,Unknown,Unknown,1010016,Solid,9,Black,4,Dark,5,Black,8310,Ladies Sport Bottoms,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,Hotpants in fast-drying functional fabric. High waist with a wide waistband containing a key pocket.,2020-06-28,185643,0.0220169491525423,1,6,0.0,,ACTIVE,NONE,27.0,b8c670331cf16ef089869a0be1ce373fc8fa324539d15ad6b0a07ce175e601a4,25-34,27.0,13.0,22,14
846076,70194,759814,Sky HW jogger,272,Trousers,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,"Joggers in sweatshirt fabric with a high elasticated drawstring waist, side pockets and elasticated hems. Soft brushed inside.",2020-05-25,1167129,0.0304915254237288,2,5,0.0,,ACTIVE,NONE,30.0,e32d0c5b3903d00e4b51f2ad1c3f75b63968e74d1849d59035665ed70a3604fb,25-34,30.0,10.0,30,11
2002735,87360,827411,Chubba Chubb Highwaist brazili,59,Swimwear bottom,Swimwear,1010016,Solid,93,Dark Green,2,Medium Dusty,19,Green,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Fully lined, waist-high bikini bottoms with gathered seams in the sides for a gentle draped effect and a high cut at the back.",2020-07-01,604508,0.0254067796610169,2,7,0.0,,ACTIVE,NONE,29.0,130af41326fedded70fa01ec81eff427face1a22873fe15ab105bef6e5f8ab03,25-34,29.0,11.0,25,12
69788,82047,807241,1p Fun Socks,302,Socks,Socks & Tights,1010001,All over pattern,9,Black,4,Dark,5,Black,3610,Socks,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1021,Socks and Tights,"Socks in a soft, jacquard-knit cotton blend with elasticated tops.",2020-05-16,828085,0.0031186440677966,1,5,1.0,1.0,ACTIVE,Regularly,26.0,d52a5ab6970582af3c1f29b8f7250295123ac0972e46fe19af83ea29c25df5c7,25-34,26.0,14.0,3,15
462128,72432,767605,Nicole(1),265,Dress,Garment Full body,1010016,Solid,9,Black,4,Dark,5,Black,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,"Sleeveless, calf-length dress in soft viscose jersey in a straight cut with high slits in the sides.",2020-07-15,1317202,0.0254067796610169,1,7,1.0,1.0,ACTIVE,Regularly,29.0,69641c30ed73f3be4a39a84c606dd321ab4df882ddafbd0db2813db943199947,25-34,29.0,11.0,25,12
3122756,97654,875227,Nena Sandal,89,Other shoe,Shoes,1010016,Solid,9,Black,4,Dark,5,Black,3527,Flats,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,"Sandals in imitation leather with square toes, covered block heels and narrow straps that cross over the foot and wind around the ankle. Adjustable fastening with a small metal buckle. Heel 2.5 cm.",2020-06-26,1303865,0.0135423728813559,2,6,1.0,1.0,ACTIVE,Regularly,40.0,f15e0964e8476b7c1f57dbcc9283432e9c0e470985cc13aefa5f204b6be4fff9,35-44,40.0,0.0,13,1
1688043,56478,713997,Scarf Scrunchie,78,Other accessories,Accessories,1010001,All over pattern,31,Light Orange,3,Light,3,Orange,4343,Hair Accessories,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Elasticated scrunchie in woven fabric with a scarf detail.,2020-06-18,1054707,0.008457627118644,2,6,1.0,1.0,ACTIVE,Regularly,32.0,fff5e50abc15c50d49e0e2fbd9b7e8d7bad873334981c143f0f78fe166f21a90,25-34,32.0,8.0,8,9
2740386,95460,866587,Molly dress,265,Dress,Garment Full body,1010016,Solid,9,Black,4,Dark,5,Black,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"Calf-length dress in airy, patterned seersucker with a small stand-up collar and an opening with a concealed button at the back of the neck. Concealed zip at the back and short puff sleeves with narrow cuffs that have adjustable buttoning. Seam at the waist and a softly draping skirt with a seam at the hem. Sewn-in V-neck underdress in jersey with narrow, adjustable shoulder straps.",2020-07-02,728314,0.0338813559322033,2,7,0.0,,ACTIVE,NONE,25.0,31c326bd97be9f269d32f1e7b33c7ba451b495f2e9223b4743c4c877a25efad4,25-34,25.0,15.0,33,16
2665782,68526,754404,Desert Sport Top,298,Bikini top,Swimwear,1010001,All over pattern,8,Dark Grey,4,Dark,5,Black,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,Fully lined bikini top with removable inserts and concealed elastication at the hem.,2020-05-14,352353,0.0194237288135593,2,5,0.0,,ACTIVE,NONE,27.0,204ee0a460820d214917c4dd0c5488440ea593d6a321233377a93912b68fbeb6,25-34,27.0,13.0,19,14
874431,84854,817058,CS Nikki boho blouse,258,Blouse,Garment Upper body,1010007,Embroidery,10,White,3,Light,9,White,1510,Blouse,A,Ladieswear,1,Ladieswear,6,Womens Casual,1010,Blouses,"Blouse in airy, slub-weave cotton with contrasting colour embroidery around the neckline and on the sleeves. V-shaped opening at the front with twisted, tasselled ties. Long, raglan balloon sleeves with narrow, buttoned cuffs, and a gently rounded hem.",2020-06-17,499294,0.0172711864406779,2,6,0.0,,ACTIVE,NONE,34.0,13b1e2fbc72b815b21d4db5a2806aac520dba070e0f17db55e319024d6b2b24a,25-34,34.0,6.0,17,7
1962452,97775,875896,Juliet knitted dress,265,Dress,Garment Full body,1010026,Other structure,9,Black,4,Dark,5,Black,1648,Knitwear,A,Ladieswear,1,Ladieswear,18,Womens Trend,1003,Knitwear,"Short, crocheted dress in a soft cotton blend with a stand-up collar and double flounces at the front that continue over the shoulders. Cut-out back section with a button at the back of the neck and buttons at the back. Seam at the waist and a gently flared skirt. V-neck underdress in jersey with adjustable shoulder straps.",2020-07-09,1118866,0.0793559322033898,2,7,0.0,,ACTIVE,NONE,31.0,29c545abc55064f97418de2d241639a4ae03815d7647085f9b0e1f5e76498512,25-34,31.0,9.0,79,10
4228802,83396,811925,Knot Bitter Top,298,Bikini top,Swimwear,1010016,Solid,9,Black,4,Dark,5,Black,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Lined, non-wired bikini top with wide shoulder straps and padded cups with removable inserts that shape the bust and provide good support. Knot detail at the front and a metal fastener at the back.",2020-05-29,317729,0.0304915254237288,2,5,0.0,,ACTIVE,NONE,28.0,04bc6c3b8d2cf632789198e651d7494ef6b530766ea8a2a3989177289f2494b8,25-34,28.0,12.0,30,13
1165718,93969,860498,Jessy HW Sraight Denim Trs,272,Trousers,Garment Lower body,1010023,Denim,72,Blue,1,Dusty Light,2,Blue,1747,Trousers,D,Divided,2,Divided,53,Divided Collection,1009,Trousers,"5-pocket, high-waisted, ankle-length jeans in washed cotton denim with hard-worn details. Sewn-on belt with metal rings, a zip fly and concealed hook-and-eye fastener, and straight legs.",2020-05-24,1339788,0.0496949152542372,2,5,0.0,,ACTIVE,NONE,31.0,a115421804d78a69af820617b8a6a7c9c5ede9fd06411036317c1d88ed254d71,25-34,31.0,9.0,49,10
1623064,45497,683405,Ron SS linen Resort,259,Shirt,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,5731,Shirt,F,Menswear,3,Menswear,23,Men Suits & Tailoring,1011,Shirts,"Short-sleeved shirt in linen with a resort collar, French front and yoke at the back. Open chest pocket, short slits in the sides and a straight-cut hem. Regular Fit – a classic fit with good room for movement and a gently tapered waist to create a comfortable, tailored silhouette.",2020-07-07,522693,0.0304915254237288,2,7,1.0,1.0,ACTIVE,Regularly,26.0,cd5b6aefa5509d869f2971cf8898f3fbe202d611a936bb327cd5c1a0e7796daf,25-34,26.0,14.0,30,15
933871,84162,814762,Marcella,253,Vest top,Garment Upper body,1010016,Solid,31,Light Orange,1,Dusty Light,3,Orange,1522,Blouse,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1010,Blouses,"V-neck top in airy, crinkled chiffon with lace sections and narrow, adjustable shoulder straps.",2020-05-26,907906,0.0338813559322033,2,5,1.0,1.0,ACTIVE,Regularly,30.0,2994bb91757f583c32931cfaa7f01f7e36185eb6131f085a59247334e1b6905a,25-34,30.0,10.0,33,11
3270397,46212,685602,TOM SOLID,59,Swimwear bottom,Swimwear,1010016,Solid,19,Greenish Khaki,2,Medium Dusty,20,Khaki green,9984,Swimwear,F,Menswear,3,Menswear,26,Men Underwear,1018,Swimwear,"Swim shorts in woven fabric with an elasticated, drawstring waist, side pockets and a welt back pocket with a hook and loop fastening. Mesh inner shorts.",2020-06-21,566774,0.0220169491525423,2,6,0.0,,ACTIVE,NONE,34.0,f29ca5ff2789f4cd602d2465f6e8edcd8175788ff895487ec7601d5a40f1ddf5,25-34,34.0,6.0,22,7
3096967,92881,855706,Orlando Melbourne Push,306,Bra,Underwear,1010016,Solid,51,Light Pink,1,Dusty Light,4,Pink,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Push-up bra in lace and mesh with underwired, padded cups for a larger bust and fuller cleavage. Adjustable shoulder straps and a hook-and-eye fastening at the back.",2020-06-27,989751,0.0135423728813559,2,6,1.0,1.0,ACTIVE,Regularly,34.0,8595ae2d89341f80e62b488f075fa8509f9fc596b14a3b4df025e6f582f1875e,25-34,34.0,6.0,13,7
4271069,84953,817353,Nirvana,265,Dress,Garment Full body,1010001,All over pattern,22,Yellow,5,Bright,8,Yellow,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"Short dress in woven fabric with a V-neck, buttons down the front, short puff sleeves with smocked trims and a seam at the waist. Unlined.",2020-06-27,718377,0.0338813559322033,1,6,1.0,1.0,ACTIVE,Regularly,25.0,80fdee501e7eb57dcbd1904bcf6f75ede83e9a7323cb9b1fc708c3d9bd16e413,25-34,25.0,15.0,33,16
1998193,51127,698286,Baby Lock Me Up Push Triangle,298,Bikini top,Swimwear,1010026,Other structure,10,White,3,Light,9,White,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Triangle bikini top with frilled trims and moulded, padded cups for a larger bust and fuller cleavage. Ties at the back and back of the neck with round, flat pendants.",2020-07-29,1328612,0.0126949152542372,1,7,0.0,,ACTIVE,NONE,34.0,7763fb407f0f9400b52bb35e11780c6663493a932999082ac95e8e88aaab3a4e,25-34,34.0,6.0,12,7
2789573,62491,736531,Hazelnut Brazilian Azalea Low,286,Underwear bottom,Underwear,1010016,Solid,9,Black,4,Dark,5,Black,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Brazilian briefs in lace with a low waist, lined gusset and string back.",2020-05-17,257206,0.0101525423728813,1,5,0.0,,ACTIVE,NONE,34.0,ea27e670190e8e03f18bb750d6b7e9e20d1516eacbe84d3ef519a23979eeb258,25-34,34.0,6.0,10,7
791829,31022,630675,6p Claw,72,Hair clip,Accessories,1010016,Solid,12,Light Beige,1,Dusty Light,9,White,4343,Hair Accessories,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Hair clips in coloured plastic.,2020-05-23,228356,0.0026949152542372,1,5,0.0,,ACTIVE,NONE,31.0,e0d8092d306c2734a7663e94aedd12828938ce4d4deb5934226e712280a6d644,25-34,31.0,9.0,2,10
2452502,92056,852369,Dream,265,Dress,Garment Full body,1010001,All over pattern,12,Light Beige,1,Dusty Light,11,Beige,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"Long, wide dress in airy, crinkled chiffon with ties at the neck and a V-shaped opening at the front. Dropped shoulders and long balloon sleeves with elastication at the cuffs. Seam at the hips and at the knees. Lined with a detachable V-neck underdress in jersey. The underdress has narrow, adjustable shoulder straps. The polyester content of the outer fabric of the dress is partly recycled. The polyester content of the underdress is recycled.",2020-07-22,625536,0.0677796610169491,2,7,0.0,,ACTIVE,NONE,33.0,06928f9a0e5634421a84a3d8a4a4bef7f73ab363f7fb0c01adc34323de00cb5f,25-34,33.0,7.0,67,8
1719804,82447,808663,Elsa PQ espadrille,144,Flat shoe,Shoes,1010016,Solid,33,Dark Orange,7,Medium,3,Orange,3040,Premium Quality,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,"Espadrilles in suede with a small platform, braided jute trim around the soles and a loop at the back. Twill linings and insoles. Platform 2.5 cm.",2020-06-17,973053,0.0304915254237288,2,6,0.0,,ACTIVE,NONE,28.0,c11b1a4292124969717e75d49be06f1fa1a2b3e214fd4bf29f36957a0af3683e,25-34,28.0,12.0,30,13
3741389,61602,733749,Cissi tube top,254,Top,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,3936,EQ Divided Basics,D,Divided,2,Divided,80,Divided Complements Other,1002,Jersey Basic,Cropped top in soft cotton jersey with concealed elastication at the front of the top.,2020-07-26,126129,0.0045593220338983,2,7,0.0,,ACTIVE,NONE,27.0,084559ad63448cdf8e630c24ce51c0596346f68c984e6fe565ec79842ed9937e,25-34,27.0,13.0,4,14
3991775,91658,850622,Marsh boho dress,265,Dress,Garment Full body,1010016,Solid,13,Beige,1,Dusty Light,11,Beige,1344,Dresses,D,Divided,2,Divided,53,Divided Collection,1013,Dresses Ladies,"Short dress in woven fabric with a V-neck, buttons down the front, long sleeves and narrow, buttoned cuffs. Gathered seam at the waist and hem. Unlined.",2020-06-24,681198,0.020322033898305,2,6,1.0,1.0,ACTIVE,Regularly,32.0,546671d087003e3ef2c20cf1955d6358b1a9a99660c3b404499e5c9c005a0c98,25-34,32.0,8.0,20,9
3000642,91812,851317,Grapefruit skirt,275,Skirt,Garment Lower body,1010016,Solid,10,White,3,Light,9,White,1410,Shorts & Skirts,A,Ladieswear,1,Ladieswear,6,Womens Casual,1025,Shorts,"Short skirt in an airy cotton weave. Regular waist with smocking and a drawstring, and a seam at the hem with a wide flounce. Lined.",2020-07-19,1099455,0.0212372881355932,2,7,1.0,1.0,ACTIVE,Regularly,26.0,e3f66cc9fdb5d2314b27643ce8a77b0f28bbcee1152ca884bea596369788950a,25-34,26.0,14.0,21,15
377339,93485,858381,Davis shirt tunic,258,Blouse,Garment Upper body,1010017,Stripe,71,Light Blue,1,Dusty Light,2,Blue,1941,Blouse & Dress,A,Ladieswear,1,Ladieswear,18,Womens Trend,1010,Blouses,"Wide tunic in a cotton weave with a collar, buttons down the front and a yoke at the back. Dropped shoulders, long, wide sleeves and wide, buttoned cuffs. Seam and flared peplum at the hem with a pleat at the front.",2020-07-04,531379,0.0381186440677966,1,7,1.0,1.0,ACTIVE,Regularly,33.0,294ca74ad6b2422bc9acf9ebf5ecfd4335345e699b4f043fb12828d25f5ea0e8,25-34,33.0,7.0,38,8
3052640,58505,720125,SUPREME RW tights,273,Leggings/Tights,Garment Lower body,1010001,All over pattern,10,White,3,Light,9,White,8310,Ladies Sport Bottoms,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,Sports tights in fast-drying functional fabric with a wide waistband to hold in and shape the waist. Regular waist with a concealed key pocket in the waistband.,2020-07-08,256835,0.0330677966101694,2,7,0.0,,ACTIVE,NONE,29.0,eabe1936c1522bea56e25f14ce9ca2325e8931a6a902e5b24d6a81ce610e96e8,25-34,29.0,11.0,33,12
830352,84993,817472,Kelso,274,Shorts,Garment Lower body,1010012,Mixed solid/pattern,12,Light Beige,1,Dusty Light,11,Beige,1723,Shorts,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1025,Shorts,"Shorts in a softly draping viscose weave. High waist with pleats at the front and wide, covered elastication at the back, and diagonal side pockets.",2020-06-28,499138,0.0135423728813559,2,6,0.0,,ACTIVE,NONE,26.0,86006cce36d5c962fcabebd8bdd76fa601154c9b498268773b6dd1c63096373f,25-34,26.0,14.0,13,15
3376290,48056,690936,Iris Linen Jogger R.W,272,Trousers,Garment Lower body,1010024,Chambray,73,Dark Blue,2,Medium Dusty,2,Blue,1710,Trouser,A,Ladieswear,1,Ladieswear,6,Womens Casual,1009,Trousers,"Linen joggers with a regular, elasticated, drawstring waist, side pockets, a fake back pocket and tapered legs.",2020-07-11,343319,0.0508305084745762,2,7,1.0,1.0,ACTIVE,Regularly,28.0,7ba709c05ed9ba132383a41335a4dc7c884a129d7551db56a87295f9acdf520d,25-34,28.0,12.0,50,13
3522614,55279,710056,Kriss kross sandal,91,Sandals,Shoes,1010016,Solid,51,Light Pink,3,Light,4,Pink,3527,Flats,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,Slides in imitation suede with crossover straps. Imitation suede insoles and fluted soles.,2020-05-11,1062835,0.0126949152542372,2,5,1.0,1.0,ACTIVE,Regularly,31.0,68e19be705c5328eeeb41b9e962629ae2ec67854eaa9bf6d05ef7a6ea68f661f,25-34,31.0,9.0,12,10
1987661,91575,850241,Griezman,258,Blouse,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1522,Blouse,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1010,Blouses,"Blouse in a crinkled viscose weave with a V-neck and short, wide sleeves with sewn-in turn-ups. Relaxed fit with a pleat at the front and a gently rounded hem. Slightly longer at the back. Unlined.",2020-06-25,436376,0.0254067796610169,2,6,0.0,,ACTIVE,NONE,29.0,f5639f8986d8399e452af964c9a2c00d9582b893d5362daf39ed06a313108c3e,25-34,29.0,11.0,25,12
3663502,94906,864513,Molly playsuit,267,Jumpsuit/Playsuit,Garment Full body,1010016,Solid,11,Off White,1,Dusty Light,9,White,1344,Dresses,D,Divided,2,Divided,53,Divided Collection,1013,Dresses Ladies,"Playsuit in a crinkled weave with small frill trims. Deep V-neck front and back with wide ties at the back. Seam under the bust and at the back of the waist. Long sleeves with smocking at the cuffs, and short, wide legs. Lined.",2020-05-21,47265,0.0500508474576271,2,5,1.0,1.0,ACTIVE,Regularly,26.0,33c39f9bf0b6cf6ee1c528ae8ccf489a292e9114bc9958a953811a590841d7a3,25-34,26.0,14.0,50,15
45766,72790,769008,Dean drawstring trouser,272,Trousers,Garment Lower body,1010016,Solid,19,Greenish Khaki,4,Dark,20,Khaki green,5683,Trouser,F,Menswear,3,Menswear,55,Contemporary Street,1009,Trousers,"Joggers in stretch cotton twill with an elasticated drawstring waist, low crotch and fake fly. Side pockets, welt back pockets and gently tapered legs with shaping seams at the knees and elasticated hems.",2020-07-21,1197647,0.0338813559322033,2,7,0.0,,ACTIVE,NONE,40.0,b8eda09283f8314597e77bc1bd4d518e0158fd3bbb15183aeccbbfe15ba3b68b,35-44,40.0,0.0,33,1
2457209,83972,814224,Sundby,245,Cardigan,Garment Upper body,1010016,Solid,19,Greenish Khaki,4,Dark,20,Khaki green,3708,Loungewear,A,Ladieswear,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1017,"Under-, Nightwear","Long-sleeved cardigan in a soft, fine knit with a V-neck, buttons down the front and ribbing at the cuffs and hem.",2020-06-28,403839,0.0220169491525423,1,6,0.0,,ACTIVE,NONE,27.0,71ec18ed972f908e22a8fbebc7220ed3a5a37cc033b7bfb195a47c03d1a9a14b,25-34,27.0,13.0,22,14
1543297,47965,690644,Pluto OTS,258,Blouse,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,1510,Blouse,A,Ladieswear,1,Ladieswear,6,Womens Casual,1010,Blouses,"Off-the-shoulder blouse in a cotton weave with elasticated smocking and a short frill trim at the top, 3/4-length raglan sleeves with a slit and ties at the cuffs, and a rounded hem.",2020-05-10,768477,0.0169322033898305,2,5,0.0,,ACTIVE,NONE,28.0,2e868cc8900eda5df30ff4a0b5c433b5e7d352c8f46016dd4e681ffcda193b00,25-34,28.0,12.0,16,13
3387451,94791,864040,Peachy Hipster Picot 3 p,286,Underwear bottom,Underwear,1010021,Lace,13,Beige,2,Medium Dusty,11,Beige,1334,Casual Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Hipster briefs in lace with a low waist, lined gusset and cutaway coverage at the back.",2020-06-17,512106,0.0135423728813559,2,6,0.0,,ACTIVE,NONE,25.0,4f6db250aa50353ccd44eae686a7b24b5dd38b44f4cee1d140339c98b8cd4887,25-34,25.0,15.0,13,16
3103853,40212,663793,Mischa 3pk Basic brief,286,Underwear bottom,Underwear,1010016,Solid,9,Black,4,Dark,5,Black,7988,Underwear Jersey,F,Menswear,3,Menswear,26,Men Underwear,1017,"Under-, Nightwear","Briefs in stretch cotton jersey with flatlock seams, an elasticated waist and lined front.",2020-07-05,234848,0.0254067796610169,2,7,0.0,,ACTIVE,NONE,30.0,15cdc2db4c7ddab8e4ed61466b8aac552960dcd7aad3bce138c2fc3b5c554f77,25-34,30.0,10.0,25,11
