,parcelid,airconditioningtypeid,architecturalstyletypeid,basementsqft,bathroomcnt,bedroomcnt,buildingclasstypeid,buildingqualitytypeid,calculatedbathnbr,decktypeid,finishedfloor1squarefeet,calculatedfinishedsquarefeet,finishedsquarefeet12,finishedsquarefeet13,finishedsquarefeet15,finishedsquarefeet50,finishedsquarefeet6,fips,fireplacecnt,fullbathcnt,garagecarcnt,garagetotalsqft,hashottuborspa,heatingorsystemtypeid,latitude,longitude,lotsizesquarefeet,poolcnt,poolsizesum,pooltypeid10,pooltypeid2,pooltypeid7,propertycountylandusecode,propertylandusetypeid,propertyzoningdesc,rawcensustractandblock,regionidcity,regionidcounty,regionidneighborhood,regionidzip,roomcnt,storytypeid,threequarterbathnbr,typeconstructiontypeid,unitcnt,yardbuildingsqft17,yardbuildingsqft26,yearbuilt,numberofstories,fireplaceflag,structuretaxvaluedollarcnt,taxvaluedollarcnt,assessmentyear,landtaxvaluedollarcnt,taxamount,taxdelinquencyflag,taxdelinquencyyear,censustractandblock,year_range_built,year_range_built_numeric,year_range_built3,property_value_$1K,year_range2,year_range2_rev
148093,11540194,1.0,,,2.0,1.0,,,2.0,,,1980.0,1980.0,,,,,6037.0,,2.0,,,,2.0,33987888.0,-118440990.0,,1.0,,,,1.0,010C,266.0,LACM(GM),60372754.002005,12447.0,3101.0,403184.0,96128.0,0.0,,,,,,,2008.0,,,346793.0,866982.0,2015.0,520189.0,10561.49,0,,60372754002005.0,2005-2009,4,2006-2009,866.0,2007-2009,1 2007-2009
346294,11268481,1.0,,,2.0,3.0,,4.0,2.0,,,3124.0,3124.0,,,,,6037.0,,2.0,,,,2.0,34639343.0,-118204986.0,22788.0,,,,,,0100,261.0,LRSRR*,60379102.021012,5534.0,3101.0,,97319.0,0.0,,,,1.0,,,2004.0,,,360200.0,442600.0,2015.0,82400.0,6703.69,0,,60379102021012.0,2000-2004,3,2003-2006,442.0,2003-2005,3 2003-2005
217162,10753781,1.0,,,5.0,4.0,,1.0,5.0,,,2882.0,2882.0,,,,,6037.0,,5.0,,,,2.0,34140741.0,-118697333.0,86886.0,,,,,,01DC,266.0,LCRA1-A21*,60378002.022025,37688.0,3101.0,,96337.0,0.0,,,,1.0,,,2006.0,,,415741.0,842142.0,2015.0,426401.0,9822.84,0,,60378002022027.0,2005-2009,4,2003-2006,842.0,2005-2007,2 2005-2007
625309,14348977,,,,3.0,4.0,,,3.0,,,2614.0,2614.0,,,,,6059.0,,3.0,2.0,573.0,,,33725366.0,-117755408.0,4830.0,,,,,,122,261.0,,60590524.201104,52650.0,1286.0,274815.0,96954.0,0.0,,,,,,,1997.0,,,304229.0,455701.0,2015.0,151472.0,6217.54,0,,60590524201104.0,1995-1999,2,1994-1997,455.0,1995-1997,7 1995-1997
329092,12997772,1.0,,,3.0,4.0,,4.0,3.0,,,2423.0,2423.0,,,,,6037.0,,3.0,,,,2.0,34106455.0,-118016983.0,8917.0,,,,,,0100,261.0,LCA1YY,60374315.022017,50749.0,3101.0,,96267.0,0.0,,,,1.0,,,2002.0,,,292628.0,627060.0,2015.0,334432.0,8397.9,0,,60374315022017.0,2000-2004,3,2000-2003,627.0,2001-2003,4 2001-2003
383716,14609038,,,,2.5,3.0,,,2.5,,,2065.0,2065.0,,,,,6059.0,,2.0,2.0,0.0,,,33854774.0,-117722369.0,,,,,,,34,266.0,,60590219.231009,16764.0,1286.0,113455.0,97027.0,0.0,,1.0,,,,,1999.0,,,263718.0,463892.0,2015.0,200174.0,5207.62,0,,60590219231002.0,1995-1999,2,1997-2000,463.0,1997-1999,6 1997-1999
579444,17125338,,,,3.5,4.0,,,3.5,,5181.0,5181.0,5181.0,,,5181.0,,6111.0,3.0,3.0,3.0,775.0,,,34250799.0,-119081598.0,44805.0,1.0,750.0,,,1.0,1110,261.0,,61110052.05101,51239.0,2061.0,,97089.0,9.0,,1.0,,,560.0,,2003.0,1.0,,1020327.0,1825847.0,2015.0,805520.0,19975.96,0,,61110052051010.0,2000-2004,3,2000-2003,1825.0,2001-2003,4 2001-2003
401768,14140413,,,,8.0,6.0,,,8.0,,,7752.0,7752.0,,,,,6059.0,1.0,7.0,4.0,935.0,True,,33890751.0,-117906793.0,26220.0,1.0,,,1.0,,122,261.0,,60590016.021,24812.0,1286.0,,97039.0,9.0,,2.0,,,,,2000.0,2.0,,1029644.0,1505760.0,2015.0,476116.0,16830.54,0,,60590016021000.0,2000-2004,3,1997-2000,1505.0,1999-2001,5 1999-2001
150471,17226338,,,,2.5,3.0,,,2.5,,1006.0,2173.0,2173.0,,,1006.0,,6111.0,1.0,2.0,2.0,417.0,,,34235746.0,-118787507.0,3894.0,,,,,,1111,261.0,,61110075.073012,27110.0,2061.0,,97118.0,7.0,,1.0,,,,,2000.0,2.0,,335046.0,558409.0,2015.0,223363.0,6315.76,0,,61110075073012.0,2000-2004,3,1997-2000,558.0,1999-2001,5 1999-2001
494184,11125871,1.0,,,3.0,3.0,,4.0,3.0,,,1710.0,1710.0,,,,,6037.0,,3.0,,,,2.0,34444246.0,-118476762.0,93418.0,,,,,,012C,266.0,LCA21*,60379200.281003,,3101.0,,96373.0,0.0,,,,1.0,,,2006.0,,,237800.0,390000.0,2015.0,152200.0,5296.08,0,,60379200281003.0,2005-2009,4,2003-2006,390.0,2005-2007,2 2005-2007
518829,14332645,,,,3.0,4.0,,,3.0,,,2588.0,2588.0,,,,,6059.0,,3.0,2.0,467.0,,,33748683.0,-117806777.0,8592.0,,,,,,1,261.0,,60590756.033003,27491.0,1286.0,,97016.0,0.0,,,,,,,2004.0,,,307819.0,753873.0,2015.0,446054.0,9370.08,0,,60590756033003.0,2000-2004,3,2003-2006,753.0,2003-2005,3 2003-2005
57626,11497298,,,,5.0,4.0,,10.0,5.0,,,3492.0,3492.0,,,,,6037.0,,5.0,,,,2.0,33879615.0,-118386182.0,4999.0,,,,,,0100,261.0,MNRS,60376208.00301,19177.0,3101.0,,96117.0,0.0,,,,1.0,,,2008.0,,,1019623.0,1891167.0,2015.0,871544.0,21305.75,0,,60376208003010.0,2005-2009,4,2006-2009,1891.0,2007-2009,1 2007-2009
562976,12881906,1.0,,,3.0,4.0,,4.0,3.0,,,1725.0,1725.0,,,,,6037.0,,3.0,,,,2.0,34062956.0,-117743265.0,122769.0,,,,,,010C,266.0,POC4,60374088.001,20008.0,3101.0,,96507.0,0.0,,,,1.0,,,2004.0,,,190167.0,237708.0,2015.0,47541.0,3064.83,0,,60374088001000.0,2000-2004,3,2003-2006,237.0,2003-2005,3 2003-2005
232901,12599427,1.0,,,1.0,1.0,,4.0,1.0,,,670.0,670.0,,,,,6037.0,,1.0,,,,2.0,33819600.0,-118315000.0,33068.0,,,,,,010C,266.0,TORR-MD,60376509.022015,54722.0,3101.0,274895.0,96159.0,0.0,,,,1.0,,,2006.0,,,145347.0,252954.0,2015.0,107607.0,3036.44,0,,60376509022015.0,2005-2009,4,2003-2006,252.0,2005-2007,2 2005-2007
469210,14219426,,,,6.5,5.0,,,6.5,,,7414.0,7414.0,,,,,6059.0,,6.0,4.0,1002.0,True,,33826247.0,-117748018.0,38376.0,1.0,,,1.0,,1,261.0,,60590219.234012,,1286.0,,97026.0,0.0,,1.0,,,,,2003.0,,,1629683.0,1832501.0,2015.0,202818.0,19499.34,0,,60590219234007.0,2000-2004,3,2000-2003,1832.0,2001-2003,4 2001-2003
163385,14664703,,,,2.0,2.0,,,2.0,,,1137.0,1137.0,,,,,6059.0,,2.0,,,,,33665651.0,-117850088.0,,,,,,,1,266.0,,60590626.102134,52650.0,1286.0,273096.0,96947.0,0.0,,,,,,,2003.0,,,209590.0,525000.0,2015.0,315410.0,6009.86,0,,60590626102134.0,2000-2004,3,2000-2003,525.0,2001-2003,4 2001-2003
449867,12612111,,,,4.0,4.0,,4.0,4.0,,,2966.0,2966.0,,,,,6037.0,,4.0,,,,2.0,33806900.0,-118325000.0,16296.0,,,,,,010C,266.0,LORVD1500*,60376700.01201,54722.0,3101.0,275428.0,96217.0,0.0,,,,1.0,,,2005.0,,,269345.0,305447.0,2015.0,36102.0,4023.39,0,,60376700012010.0,2005-2009,4,2003-2006,305.0,2003-2005,3 2003-2005
185044,14351248,,,,2.5,3.0,,,2.5,,,2470.0,2470.0,,,,,6059.0,,2.0,2.0,526.0,,,33726587.0,-117766318.0,4181.0,,,,,,122,261.0,,60590524.20203,52650.0,1286.0,274371.0,96939.0,0.0,,1.0,,,,,2000.0,,,303923.0,566700.0,2015.0,262777.0,8310.96,0,,60590524202030.0,2000-2004,3,1997-2000,566.0,1999-2001,5 1999-2001
547085,11150976,1.0,,,4.0,5.0,,4.0,4.0,,,3456.0,3456.0,,,,,6037.0,,4.0,,,,2.0,34406694.0,-118442325.0,5962.0,,,,,,0100,261.0,SCSP,60379200.431023,54311.0,3101.0,37739.0,96401.0,0.0,,,,1.0,,,2006.0,,,402363.0,512098.0,2015.0,109735.0,9371.66,1,12.0,60379200431023.0,2005-2009,4,2003-2006,512.0,2005-2007,2 2005-2007
147425,10920614,1.0,,,3.0,5.0,,4.0,3.0,,,2711.0,2711.0,,,,,6037.0,,3.0,,,,2.0,34216801.0,-118349468.0,6807.0,,,,,,0100,261.0,LARD6,60371021.042008,12447.0,3101.0,41131.0,96375.0,0.0,,,,,,,2002.0,,,308890.0,534563.0,2015.0,225673.0,6587.03,0,,60371021042008.0,2000-2004,3,2000-2003,534.0,2001-2003,4 2001-2003
143302,13015783,1.0,,,3.0,3.0,,4.0,3.0,,,1657.0,1657.0,,,,,6037.0,,3.0,,,,2.0,34134314.0,-117908713.0,53231.0,,,,,,010C,266.0,AZCBD*,60374006.023043,37015.0,3101.0,,96464.0,0.0,,,,1.0,,,1996.0,,,165171.0,234274.0,2015.0,69103.0,3058.93,0,,60374006023043.0,1995-1999,2,1994-1997,234.0,1995-1997,7 1995-1997
111545,11655757,1.0,,,1.0,1.0,,10.0,1.0,,,1247.0,1247.0,,,,,6037.0,,1.0,,,,2.0,34114375.0,-118396832.0,5596.0,,,,,,0109,261.0,LARE20,60372611.011007,12447.0,3101.0,113749.0,96086.0,0.0,,,,,,,2001.0,,,749803.0,1010681.0,2015.0,260878.0,12332.37,0,,60372611011007.0,2000-2004,3,2000-2003,1010.0,1999-2001,5 1999-2001
20464,14349193,,,,2.0,2.0,,,2.0,,,1071.0,1071.0,,,,,6059.0,,2.0,2.0,400.0,,,33729419.0,-117756677.0,1708.0,,,,,,122,261.0,,60590524.201101,52650.0,1286.0,274815.0,96954.0,0.0,,,,,,,1998.0,,,129813.0,565000.0,2015.0,435187.0,7342.88,0,,60590524201101.0,1995-1999,2,1997-2000,565.0,1997-1999,6 1997-1999
490279,14461023,,,,4.5,4.0,,,4.5,,,4398.0,4398.0,,,,,6059.0,,4.0,2.0,622.0,True,,33571566.0,-117581329.0,11028.0,1.0,,,1.0,,122,261.0,,60590320.463024,17597.0,1286.0,,96989.0,0.0,,1.0,,,,,2001.0,,,656394.0,1364000.0,2015.0,707606.0,14181.36,0,,60590320463024.0,2000-2004,3,2000-2003,1364.0,1999-2001,5 1999-2001
359286,14671229,,,,2.5,2.0,,,2.5,,,1324.0,1324.0,,,,,6059.0,,2.0,2.0,0.0,,,33712602.0,-117818129.0,,,,,,,1,266.0,,60590755.154068,27491.0,1286.0,,97018.0,0.0,,1.0,,,,,2008.0,,,204334.0,396346.0,2015.0,192012.0,7427.48,0,,60590755154069.0,2005-2009,4,2006-2009,396.0,2007-2009,1 2007-2009
127108,11508766,,,,3.0,5.0,,10.0,3.0,,,5442.0,,,5442.0,,,6037.0,,3.0,,,,,33880948.0,-118408325.0,2701.0,,,,,,0200,246.0,MNRM,60376209.042011,19177.0,3101.0,,96117.0,0.0,,,,2.0,,,2002.0,,,719197.0,836269.0,2015.0,117072.0,9691.45,0,,60376209042011.0,2000-2004,3,2000-2003,836.0,2001-2003,4 2001-2003
481161,11123929,1.0,,,2.0,3.0,,4.0,2.0,,,1658.0,1658.0,,,,,6037.0,,2.0,,,,2.0,34445471.0,-118479921.0,5396.0,,,,,,0100,261.0,LCA21*,60379200.281007,,3101.0,,96373.0,0.0,,,,1.0,,,2003.0,,,156000.0,433000.0,2015.0,277000.0,6133.33,0,,60379200281007.0,2000-2004,3,2000-2003,433.0,2001-2003,4 2001-2003
364831,14293461,,,,2.5,3.0,,,2.5,,,2072.0,2072.0,,,,,6059.0,,2.0,2.0,518.0,,,33657200.0,-117899000.0,3311.0,,,,,,122,261.0,,60590631.023002,38032.0,1286.0,,96959.0,0.0,,1.0,,,,,2000.0,,,278408.0,696381.0,2015.0,417973.0,9357.54,0,,60590631023002.0,2000-2004,3,1997-2000,696.0,1999-2001,5 1999-2001
86879,14077657,,,,4.5,4.0,,,4.5,,,4331.0,4331.0,,,,,6059.0,,4.0,2.0,661.0,True,,33720371.0,-118062103.0,5000.0,,,1.0,,,122,261.0,,60590995.143002,25218.0,1286.0,,96967.0,6.0,,1.0,,,,,2004.0,2.0,,600799.0,3181698.0,2015.0,2580899.0,34476.58,0,,60590995143002.0,2000-2004,3,2003-2006,3181.0,2003-2005,3 2003-2005
182069,14686382,,,,2.5,2.0,,,2.5,,,1499.0,1499.0,,,,,6059.0,,2.0,2.0,0.0,,,33731305.0,-117771502.0,,,,,,,34,266.0,,60590524.202001,52650.0,1286.0,274371.0,96939.0,0.0,,1.0,,,,,2000.0,,,170295.0,579348.0,2015.0,409053.0,7218.86,0,,60590524202022.0,2000-2004,3,1997-2000,579.0,1999-2001,5 1999-2001
215356,12040135,,,,2.0,3.0,,4.0,2.0,,,1305.0,1305.0,,,,,6037.0,,2.0,,,,,34240956.0,-118254018.0,10134.0,,,,,,0100,261.0,GLR1*,60373003.011008,45457.0,3101.0,273400.0,96330.0,0.0,,,,1.0,,,1997.0,,,222266.0,473548.0,2015.0,251282.0,5325.3,0,,60373003011008.0,1995-1999,2,1994-1997,473.0,1995-1997,7 1995-1997
305832,17217096,,,,3.0,4.0,,,3.0,,2205.0,2205.0,2205.0,,,2205.0,,6111.0,1.0,3.0,2.0,567.0,,,34213827.0,-118809249.0,8173.0,,,,,,1111,261.0,,61110075.102008,34278.0,2061.0,,96385.0,8.0,,,,,,,1998.0,1.0,,402117.0,670193.0,2015.0,268076.0,7143.78,0,,61110075102008.0,1995-1999,2,1997-2000,670.0,1997-1999,6 1997-1999
163289,14328854,,,,4.5,4.0,,,4.5,,,5045.0,5045.0,,,,,6059.0,,4.0,3.0,799.0,True,,33572353.0,-117826634.0,17960.0,1.0,,,1.0,,1,261.0,,60590626.431017,40009.0,1286.0,,96975.0,0.0,,1.0,,,,,2003.0,,,1212010.0,5080000.0,2015.0,3867990.0,55489.8,0,,60590626431017.0,2000-2004,3,2000-2003,5080.0,2001-2003,4 2001-2003
496688,14681332,,,,2.5,2.0,,,2.5,,,1166.0,1166.0,,,,,6059.0,,2.0,2.0,0.0,,,33667749.0,-117786299.0,,,,,,,34,266.0,,60590525.173006,52650.0,1286.0,274828.0,96952.0,0.0,,1.0,,,,,1998.0,,,169788.0,584000.0,2015.0,414212.0,7228.84,0,,60590525173006.0,1995-1999,2,1997-2000,584.0,1997-1999,6 1997-1999
563060,17264123,,,,2.5,4.0,,,2.5,,717.0,1690.0,1690.0,,,717.0,,6111.0,,2.0,2.0,415.0,,,34277700.0,-118660944.0,3810.0,,,,,,1111,261.0,,61110083.043003,27110.0,2061.0,,97116.0,7.0,,1.0,,,,,2006.0,2.0,,205720.0,411440.0,2015.0,205720.0,4742.3,0,,61110083043003.0,2005-2009,4,2003-2006,411.0,2005-2007,2 2005-2007
509927,11983305,1.0,,,4.0,3.0,,4.0,4.0,,,1731.0,1731.0,,,,,6037.0,,4.0,,,,2.0,34066304.0,-118311051.0,,,,,,,012C,266.0,LAR4,60372117.032003,12447.0,3101.0,274517.0,96001.0,0.0,,,,1.0,,,2007.0,,,322208.0,492977.0,2015.0,170769.0,6085.66,0,,60372117032003.0,2005-2009,4,2006-2009,492.0,2005-2007,2 2005-2007
279358,14669906,,,,2.5,4.0,,,2.5,,,1659.0,1659.0,,,,,6059.0,,2.0,2.0,0.0,,,33873931.0,-117832992.0,,,,,,,34,266.0,,60590218.211,26531.0,1286.0,,97068.0,0.0,,1.0,,,,,1996.0,,,159543.0,450698.0,2015.0,291155.0,5780.4,0,,60590218211002.0,1995-1999,2,1994-1997,450.0,1995-1997,7 1995-1997
449891,14605972,,,,2.5,3.0,,,2.5,,,1701.0,1701.0,,,,,6059.0,,2.0,2.0,0.0,,,33623180.0,-117821526.0,,,,,,,1,266.0,,60590626.044024,52650.0,1286.0,275784.0,96940.0,0.0,,1.0,,,,,2003.0,,,167388.0,731208.0,2015.0,563820.0,10517.48,0,,60590626044030.0,2000-2004,3,2000-2003,731.0,2001-2003,4 2001-2003
254880,11348224,1.0,,,3.0,4.0,,4.0,3.0,,,2655.0,2655.0,,,,,6037.0,,3.0,,,,2.0,34471558.0,-118556785.0,8965.0,,,,,,0100,261.0,LCA22*,60379201.071008,,3101.0,,96377.0,0.0,,,,1.0,,,2004.0,,,311805.0,504112.0,2015.0,192307.0,9259.36,0,,60379201071008.0,2000-2004,3,2003-2006,504.0,2003-2005,3 2003-2005
188971,11701677,,,,4.0,8.0,,4.0,4.0,,,2700.0,,,2700.0,,,6037.0,,4.0,,,,,34003376.0,-118326754.0,3720.0,,,,,,0200,246.0,LAC2,60372345.023002,12447.0,3101.0,115729.0,95989.0,0.0,,,,2.0,,,2007.0,,,133199.0,384228.0,2015.0,251029.0,4910.88,0,,60372345023002.0,2005-2009,4,2006-2009,384.0,2005-2007,2 2005-2007
487726,11187196,1.0,,,3.0,5.0,,4.0,3.0,,,3274.0,3274.0,,,,,6037.0,,3.0,,,,2.0,34619124.0,-118229338.0,10756.0,,,,,,0100,261.0,PDA12 1/2*,60379103.021005,40227.0,3101.0,,97329.0,0.0,,,,1.0,,,2007.0,,,271000.0,436000.0,2015.0,165000.0,6839.98,0,,60379103021005.0,2005-2009,4,2006-2009,436.0,2005-2007,2 2005-2007
481045,14352515,,,,3.5,4.0,,,3.5,,,2901.0,2901.0,,,,,6059.0,,3.0,2.0,563.0,,,33732354.0,-117762076.0,4741.0,,,,,,1,261.0,,60590524.202036,52650.0,1286.0,274371.0,96939.0,0.0,,1.0,,,,,2001.0,,,398508.0,694033.0,2015.0,295525.0,10089.52,0,,60590524202036.0,2000-2004,3,2000-2003,694.0,1999-2001,5 1999-2001
302346,14635300,,,,2.5,3.0,,,2.5,,,1757.0,1757.0,,,,,6059.0,,2.0,2.0,0.0,,,33840698.0,-117852614.0,,,,,,,1,266.0,,60590762.015,33252.0,1286.0,,97063.0,0.0,,1.0,,,,,2009.0,,,298395.0,495891.0,2015.0,197496.0,8613.7,0,,60590762015005.0,2005-2009,4,2006-2009,495.0,2007-2009,1 2007-2009
463878,11498482,,,,5.0,5.0,,10.0,5.0,,,3747.0,3747.0,,,,,6037.0,,5.0,,,,2.0,33892793.0,-118383015.0,4988.0,,,,,,0100,261.0,MNRS,60376204.001022,19177.0,3101.0,,96117.0,0.0,,,,1.0,,,2002.0,,,903100.0,1960400.0,2015.0,1057300.0,23374.68,0,,60376204001022.0,2000-2004,3,2000-2003,1960.0,2001-2003,4 2001-2003
374517,17182693,,,,3.5,5.0,,,3.5,,937.0,2249.0,2249.0,,,937.0,,6111.0,,3.0,2.0,0.0,,,34175391.0,-119162119.0,2958.0,,,,,,1129,266.0,,61110039.002039,13150.0,2061.0,,97104.0,8.0,,1.0,,,,,2002.0,2.0,,230536.0,384226.0,2015.0,153690.0,4830.54,0,,61110039002039.0,2000-2004,3,2000-2003,384.0,2001-2003,4 2001-2003
270099,14695115,,,,3.0,3.0,,,3.0,,,1650.0,1650.0,,,,,6059.0,,3.0,1.0,0.0,,,33407400.0,-117605000.0,,,,,,,34,266.0,,60590421.033008,13693.0,1286.0,,96982.0,0.0,,,,,,,1998.0,,,191696.0,484216.0,2015.0,292520.0,4990.94,0,,60590421033008.0,1995-1999,2,1997-2000,484.0,1997-1999,6 1997-1999
254931,11307288,1.0,,,3.0,3.0,,4.0,3.0,,,2523.0,2523.0,,,,,6037.0,,3.0,,,,2.0,34681841.0,-118207973.0,7194.0,,,,,,0100,261.0,LCA11*,60379010.043083,5534.0,3101.0,,97319.0,0.0,,,,1.0,,,2005.0,,,220213.0,275291.0,2015.0,55078.0,4453.19,0,,60379010043083.0,2005-2009,4,2003-2006,275.0,2003-2005,3 2003-2005
117707,11350051,1.0,,,3.0,4.0,,4.0,3.0,,,2243.0,2243.0,,,,,6037.0,,3.0,,,,2.0,34471800.0,-118641745.0,5754.0,1.0,,,,1.0,0101,261.0,,60379201.191003,10734.0,3101.0,,96398.0,0.0,,,,1.0,,,1999.0,,,257885.0,376233.0,2015.0,118348.0,6841.66,0,,60379201191003.0,1995-1999,2,1997-2000,376.0,1997-1999,6 1997-1999
413565,11268219,1.0,,,6.0,4.0,,10.0,6.0,,,5750.0,5750.0,,,,,6037.0,,6.0,,,,2.0,34643125.0,-118187988.0,33758.0,1.0,,,,1.0,0101,261.0,LRA22*,60379102.021009,5534.0,3101.0,,97319.0,0.0,,,,1.0,,,1998.0,,,884300.0,984700.0,2015.0,100400.0,15143.96,0,,60379102021009.0,1995-1999,2,1997-2000,984.0,1997-1999,6 1997-1999
54880,12678997,,,,5.0,5.0,,1.0,5.0,,,3897.0,3897.0,,,,,6037.0,,5.0,,,,2.0,33825857.0,-118367401.0,6599.0,,,,,,0100,261.0,TORR-LO,60376512.015001,54722.0,3101.0,416967.0,96163.0,0.0,,,,1.0,,,2005.0,,,489507.0,771375.0,2015.0,281868.0,9105.13,0,,60376512015001.0,2005-2009,4,2003-2006,771.0,2003-2005,3 2003-2005
584909,14221613,,,,3.0,4.0,,,3.0,,,3264.0,3264.0,,,,,6059.0,,3.0,2.0,604.0,True,,33833122.0,-117764680.0,6087.0,1.0,,,1.0,,1,261.0,,60590219.204016,,1286.0,,97065.0,0.0,,,,,,,2003.0,,,413627.0,993378.0,2015.0,579751.0,13382.38,0,,60590219204016.0,2000-2004,3,2000-2003,993.0,2001-2003,4 2001-2003
456028,10895664,1.0,,,4.0,4.0,,4.0,4.0,,,3844.0,3844.0,,,,,6037.0,,4.0,,,,2.0,34165560.0,-118415712.0,6791.0,1.0,,,,1.0,0101,261.0,LAR1,60371247.001002,12447.0,3101.0,27080.0,96410.0,0.0,,,,1.0,,,2003.0,,,476391.0,914104.0,2015.0,437713.0,14650.02,0,,60371247001002.0,2000-2004,3,2000-2003,914.0,2001-2003,4 2001-2003
462762,10899811,1.0,,,2.0,2.0,,4.0,2.0,,,1170.0,1170.0,,,,,6037.0,,2.0,,,,2.0,34158000.0,-118375000.0,18832.0,,,,,,010C,266.0,LAR3,60371254.021004,12447.0,3101.0,46795.0,96446.0,0.0,,,,1.0,,,2007.0,,,201548.0,377392.0,2015.0,175844.0,4749.61,0,,60371254021004.0,2005-2009,4,2006-2009,377.0,2005-2007,2 2005-2007
263378,14349411,,,,3.5,3.0,,,3.5,,,2545.0,2545.0,,,,,6059.0,,3.0,2.0,429.0,True,,33737830.0,-117772109.0,4825.0,1.0,,,1.0,,122,261.0,,60590524.203044,52650.0,1286.0,274371.0,96939.0,0.0,,1.0,,,,,1997.0,,,270531.0,1005000.0,2015.0,734469.0,11899.96,0,,60590524203044.0,1995-1999,2,1994-1997,1005.0,1995-1997,7 1995-1997
94762,11982067,1.0,,,2.0,3.0,,1.0,2.0,,,1580.0,1580.0,,,,,6037.0,,2.0,,,,2.0,34064800.0,-118302000.0,,,,,,,010C,266.0,LAR4,60372118.022001,12447.0,3101.0,268236.0,96001.0,0.0,,,,1.0,,,2007.0,,,267869.0,589312.0,2015.0,321443.0,7242.96,0,,60372118022001.0,2005-2009,4,2006-2009,589.0,2005-2007,2 2005-2007
364367,14443836,,,,3.0,4.0,,,3.0,,,2908.0,2908.0,,,,,6059.0,,3.0,2.0,603.0,True,,33456602.0,-117607690.0,5502.0,1.0,,,1.0,,122,261.0,,60590421.121013,13693.0,1286.0,,96983.0,0.0,,,,,,,1998.0,,,367449.0,731571.0,2015.0,364122.0,7465.28,0,,60590421121013.0,1995-1999,2,1997-2000,731.0,1997-1999,6 1997-1999
550347,14648299,,,,2.0,2.0,,,2.0,,,1293.0,1293.0,,,,,6059.0,,2.0,2.0,0.0,,,33546073.0,-117637812.0,,,,,,,1,266.0,,60590320.592003,52835.0,1286.0,,96998.0,0.0,,,,,,,2005.0,,,179747.0,396000.0,2015.0,216253.0,5690.62,0,,60590320592003.0,2005-2009,4,2003-2006,396.0,2003-2005,3 2003-2005
325195,11193182,1.0,,,3.0,4.0,,4.0,3.0,,,2743.0,2743.0,,,,,6037.0,,3.0,,,,2.0,34578625.0,-118144433.0,7057.0,,,,,,0100,261.0,PDA1*,60379104.012011,40227.0,3101.0,,97329.0,0.0,,,,1.0,,,2000.0,,,181665.0,219270.0,2015.0,37605.0,3758.31,0,,60379104012011.0,2000-2004,3,1997-2000,219.0,1999-2001,5 1999-2001
449628,14182185,,,,3.0,5.0,,,3.0,,,2389.0,2389.0,,,,,6059.0,,3.0,2.0,431.0,,,33872941.0,-117846861.0,5358.0,,,,,,122,261.0,,60590117.162007,26531.0,1286.0,,97068.0,0.0,,,,,,,2002.0,,,323465.0,556819.0,2015.0,233354.0,6673.44,0,,60590117162007.0,2000-2004,3,2000-2003,556.0,2001-2003,4 2001-2003
525997,17150118,,,,2.0,4.0,,,2.0,,1720.0,1720.0,1720.0,,,1720.0,,6111.0,1.0,2.0,2.0,600.0,,,34195578.0,-119201250.0,6000.0,,,,,,1111,261.0,,61110036.081003,13150.0,2061.0,,97106.0,7.0,,,,,484.0,,1996.0,1.0,,179263.0,288451.0,2015.0,109188.0,3568.92,0,,61110036081003.0,1995-1999,2,1994-1997,288.0,1995-1997,7 1995-1997
212740,13977837,,,,3.5,4.0,,,3.5,,,3104.0,3104.0,,,,,6059.0,,3.0,2.0,613.0,,,33690984.0,-117998555.0,4795.0,,,,,,122,261.0,,60590994.133015,25218.0,1286.0,,96966.0,0.0,,1.0,,,,,2000.0,,,425317.0,1172604.0,2015.0,747287.0,13300.22,0,,60590994133015.0,2000-2004,3,1997-2000,1172.0,1999-2001,5 1999-2001
399923,10901191,1.0,,,3.0,3.0,,4.0,3.0,,,1710.0,1710.0,,,,,6037.0,,3.0,,,,2.0,34161996.0,-118387209.0,6973.0,,,,,,012C,266.0,LARD1.5,60371251.003004,12447.0,3101.0,268551.0,96446.0,0.0,,,,1.0,,,2006.0,,,165200.0,536000.0,2015.0,370800.0,6609.93,0,,60371251003004.0,2005-2009,4,2003-2006,536.0,2005-2007,2 2005-2007
276434,12239582,,,,4.0,8.0,,7.0,4.0,,,3780.0,,,3780.0,,,6037.0,,4.0,,,,,33924390.0,-118269996.0,5879.0,,,,,,0300,247.0,LAR3,60372414.001004,12447.0,3101.0,268496.0,96042.0,0.0,,,,3.0,,,2002.0,,,238000.0,418000.0,2015.0,180000.0,7425.54,1,9.0,60372414001004.0,2000-2004,3,2000-2003,418.0,2001-2003,4 2001-2003
480326,14338962,,,,2.5,3.0,,,2.5,,,2431.0,2431.0,,,,,6059.0,,2.0,2.0,451.0,,,33859728.0,-117725717.0,4400.0,,,,,,122,261.0,,60590219.242007,16764.0,1286.0,113455.0,97027.0,0.0,,1.0,,,,,1999.0,,,332466.0,439563.0,2015.0,107097.0,4956.28,0,,60590219242007.0,1995-1999,2,1997-2000,439.0,1997-1999,6 1997-1999
