ResponseId,Education,Education (reversed),Salary,MainBranch,Employment,RemoteWork,CodingActivities,LearnCode,LearnCodeOnline,LearnCodeCoursesCert,DevType,OrgSize,Country,Age,Gender,Trans,Sexuality,Ethnicity,YearsCodePro,YearsCode
44142,4 Bachelor's,2 Bachelor's,140,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,Books / Physical media,Technical documentation,Udemy,"Developer, full-stack",500 to 999 employees,United States of America,25-34 years old,Man,No,Straight / Heterosexual,White,10-May,15-Oct
44152,4 Bachelor's,2 Bachelor's,130,"I am not primarily a developer, but I write code sometimes as part of my work","Employed, full-time","Hybrid (some remote, some in-person)",Hobby,"Other online resources (e.g., videos, blogs, forum)",Technical documentation,Udemy,"Developer, front-end",500 to 999 employees,United States of America,35-44 years old,Man,No,Straight / Heterosexual,White,15-Oct,15-Oct
44211,4 Bachelor's,2 Bachelor's,2250,I am a developer by profession,"Employed, full-time",Full in-person,Freelance/contract work,"Other online resources (e.g., videos, blogs, forum)",Stack Overflow,,"Developer, front-end",100 to 499 employees,United States of America,25-34 years old,Man,No,Straight / Heterosexual,Middle Eastern,10-May,15-Oct
44225,4 Bachelor's,2 Bachelor's,40,I am a developer by profession,"Employed, full-time",Full in-person,Hobby,Books / Physical media,Technical documentation,Codecademy,"Developer, front-end",2 to 9 employees,United States of America,18-24 years old,Man,No,Straight / Heterosexual,White,0-5,10-May
44241,5 Master's,1 Master's,78,"I am not primarily a developer, but I write code sometimes as part of my work","Employed, full-time",Fully remote,Hobby,"School (i.e., University, College, etc)",,,Data scientist or machine learning specialist,"5,000 to 9,999 employees",United States of America,55-64 years old,Woman,No,Straight / Heterosexual,White;European,0-5,40-45
44249,2 College study,4 College study,180,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,Books / Physical media,,,"Developer, full-stack","1,000 to 4,999 employees",United States of America,45-54 years old,Man,No,Straight / Heterosexual,White,40-45,45-50
44252,2 College study,4 College study,250,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,"Other online resources (e.g., videos, blogs, forum)",Technical documentation,,"Developer, full-stack","10,000 or more employees",United States of America,25-34 years old,Man,No,Straight / Heterosexual,White,10-May,15-20
44257,4 Bachelor's,2 Bachelor's,170,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,Books / Physical media,Technical documentation,,"Developer, full-stack","1,000 to 4,999 employees",United States of America,25-34 years old,Man,No,Straight / Heterosexual,White,10-May,10-May
44275,4 Bachelor's,2 Bachelor's,141,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,"Other online resources (e.g., videos, blogs, forum)",Technical documentation,,"Engineer, site reliability","10,000 or more employees",United States of America,25-34 years old,Man,No,Straight / Heterosexual,White,10-May,15-Oct
44296,2 College study,4 College study,44,"I am not primarily a developer, but I write code sometimes as part of my work","Employed, full-time",Fully remote,Hobby,Online Courses or Certification,,Codecademy,System administrator,20 to 99 employees,United States of America,35-44 years old,Man,No,Straight / Heterosexual,White,15-Oct,15-Oct
44297,4 Bachelor's,2 Bachelor's,118,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,Books / Physical media,Technical documentation,,"Developer, front-end",100 to 499 employees,United States of America,25-34 years old,Man,No,Straight / Heterosexual,White,0-5,10-May
44302,4 Bachelor's,2 Bachelor's,320,I am a developer by profession,"Employed, full-time",Fully remote,I don't code outside o,Books / Physical media,,,"Developer, back-end","10,000 or more employees",United States of America,45-54 years old,Man,No,Straight / Heterosexual,White,20-25,20-25
44303,5 Master's,1 Master's,117,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,Books / Physical media,Technical documentation,,"Developer, full-stack",20 to 99 employees,United States of America,35-44 years old,Man,No,Straight / Heterosexual,White,10-May,15-20
44310,4 Bachelor's,2 Bachelor's,85,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,"School (i.e., University, College, etc)",,,"Developer, front-end",10 to 19 employees,United States of America,18-24 years old,Woman,No,Bisexual;Queer,White,0-5,10-May
44313,4 Bachelor's,2 Bachelor's,88,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,"Other online resources (e.g., videos, blogs, forum)",Technical documentation,Udemy,"Engineer, data",100 to 499 employees,United States of America,25-34 years old,Man,No,Straight / Heterosexual,White,0-5,10-May
44331,5 Master's,1 Master's,160,I am a developer by profession,"Employed, full-time",Fully remote,I don't code outside o,Books / Physical media,Technical documentation,,"Developer, front-end","10,000 or more employees",United States of America,35-44 years old,Man,No,Straight / Heterosexual,White,15-20,20-25
44368,3 Associate,3 Associate,93,I am a developer by profession,"Employed, full-time",Fully remote,I don't code outside o,"Other online resources (e.g., videos, blogs, forum)",Technical documentation,,"Developer, front-end",100 to 499 employees,United States of America,25-34 years old,Man,No,Straight / Heterosexual,White,10-May,10-May
44370,4 Bachelor's,2 Bachelor's,80,I am a developer by profession,"Employed, full-time",Full in-person,Hobby,Books / Physical media,Technical documentation,,"Developer, embedded applications or devices","10,000 or more employees",United States of America,18-24 years old,Man,No,Straight / Heterosexual,White,0-5,10-May
44375,4 Bachelor's,2 Bachelor's,160,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,"School (i.e., University, College, etc)",,,"Developer, front-end",20 to 99 employees,United States of America,35-44 years old,Man,No,Straight / Heterosexual,White;Hispanic or Latino/a,15-Oct,15-20
44377,5 Master's,1 Master's,115,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,"Other online resources (e.g., videos, blogs, forum)",Blogs,Coursera,"Developer, front-end",100 to 499 employees,United States of America,45-54 years old,Man,No,Straight / Heterosexual,White,20-25,25-30
44393,4 Bachelor's,2 Bachelor's,160,I am a developer by profession,"Employed, full-time",Fully remote,I don't code outside o,Books / Physical media,,,"Developer, back-end","1,000 to 4,999 employees",United States of America,25-34 years old,Man,No,Straight / Heterosexual,White;European,0-5,15-20
44415,5 Master's,1 Master's,71,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,On the job training,,Udemy,"Developer, full-stack",20 to 99 employees,United States of America,25-34 years old,Man,No,Straight / Heterosexual,Black,0-5,0-5
44425,4 Bachelor's,2 Bachelor's,1500,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,Books / Physical media,,,"Developer, full-stack",20 to 99 employees,United States of America,25-34 years old,Man,No,Straight / Heterosexual,Middle Eastern,0-5,10-May
44426,4 Bachelor's,2 Bachelor's,160,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,Books / Physical media,,Pluralsight,"Developer, full-stack",20 to 99 employees,United States of America,45-54 years old,Man,No,Straight / Heterosexual,Hispanic or Latino/a,15-Oct,15-20
44427,4 Bachelor's,2 Bachelor's,105,"I am not primarily a developer, but I write code sometimes as part of my work","Employed, full-time","Hybrid (some remote, some in-person)",Hobby,Books / Physical media,Technical documentation,,"Engineer, data",20 to 99 employees,United States of America,35-44 years old,Man,No,Straight / Heterosexual,White,10-May,15-Oct
44432,4 Bachelor's,2 Bachelor's,120,I am a developer by profession,"Employed, full-time",Fully remote,Bootstrapping a business,"School (i.e., University, College, etc)",,,"Developer, back-end","10,000 or more employees",United States of America,35-44 years old,Man,No,Straight / Heterosexual,White,15-Oct,15-20
44438,5 Master's,1 Master's,70,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Freelance/contract work,Books / Physical media,Technical documentation,Udemy,"Developer, full-stack","5,000 to 9,999 employees",United States of America,45-54 years old,Man,No,Straight / Heterosexual,White;European,25-30,30-35
44444,4 Bachelor's,2 Bachelor's,310,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,Books / Physical media,Technical documentation,,"Developer, back-end","1,000 to 4,999 employees",United States of America,25-34 years old,Man,No,Straight / Heterosexual,White,0-5,10-May
44471,5 Master's,1 Master's,125,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,Books / Physical media,,,"Developer, full-stack",100 to 499 employees,United States of America,35-44 years old,Man,No,Straight / Heterosexual,White,10-May,20-25
44475,4 Bachelor's,2 Bachelor's,255,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,"Other online resources (e.g., videos, blogs, forum)",Technical documentation,,"Developer, back-end","1,000 to 4,999 employees",United States of America,25-34 years old,Man,No,Straight / Heterosexual,White,10-May,10-May
44477,4 Bachelor's,2 Bachelor's,155,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,Books / Physical media,Technical documentation,,"Developer, embedded applications or devices",20 to 99 employees,United States of America,55-64 years old,Man,No,Straight / Heterosexual,White,30-35,35-40
44480,4 Bachelor's,2 Bachelor's,140,I am a developer by profession,"Employed, full-time",Fully remote,I don't code outside o,Books / Physical media,Technical documentation,Coursera,"Developer, full-stack",20 to 99 employees,United States of America,25-34 years old,Man,No,Straight / Heterosexual,White,0-5,10-May
44481,6 Doctorate,0 Doctorate,135,"I am not primarily a developer, but I write code sometimes as part of my work","Employed, full-time","Hybrid (some remote, some in-person)",Contribute to open-source projects,Books / Physical media,,,Academic researcher,"5,000 to 9,999 employees",United States of America,55-64 years old,Man,No,Straight / Heterosexual,White;European,25-30,35-40
44508,5 Master's,1 Master's,219,"I am not primarily a developer, but I write code sometimes as part of my work","Employed, full-time",Fully remote,Hobby,Books / Physical media,,Coursera,Engineering manager,100 to 499 employees,United States of America,45-54 years old,Man,No,Straight / Heterosexual,Black,20-25,25-30
44511,4 Bachelor's,2 Bachelor's,95,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,"School (i.e., University, College, etc)",,,"Developer, full-stack",100 to 499 employees,United States of America,25-34 years old,Man,No,Straight / Heterosexual,White,10-May,15-Oct
44522,5 Master's,1 Master's,480,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",I don't code outside o,Books / Physical media,,,"Developer, front-end","10,000 or more employees",United States of America,35-44 years old,Man,"Or, in your own words:",Straight / Heterosexual,White,15-Oct,15-20
44530,4 Bachelor's,2 Bachelor's,95,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Bootstrapping a business,"Other online resources (e.g., videos, blogs, forum)",Technical documentation,Udemy,"Developer, front-end",20 to 99 employees,United States of America,18-24 years old,Man,No,Straight / Heterosexual,White;Hispanic or Latino/a;Multiracial,0-5,10-May
44556,5 Master's,1 Master's,120,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",I don't code outside o,Books / Physical media,Technical documentation,Udemy,"Developer, back-end",100 to 499 employees,United States of America,35-44 years old,Man,No,Straight / Heterosexual,White,10-May,15-Oct
44566,4 Bachelor's,2 Bachelor's,150,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,Books / Physical media,,,"Developer, mobile","10,000 or more employees",United States of America,55-64 years old,Man,No,Straight / Heterosexual,North American,35-40,35-40
44567,4 Bachelor's,2 Bachelor's,32,I am a developer by profession,I prefer not to say,,,Books / Physical media,,,,"Just me - I am a freelancer, sole proprietor, etc.",United States of America,45-54 years old,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,45-50,40-45
44577,4 Bachelor's,2 Bachelor's,2250,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,Books / Physical media,,,"Developer, full-stack",20 to 99 employees,United States of America,25-34 years old,Woman,Yes,Bisexual;Queer,White,15-Oct,15-20
44619,4 Bachelor's,2 Bachelor's,180,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,Books / Physical media,Technical documentation,,Engineering manager,100 to 499 employees,United States of America,25-34 years old,Man,No,Straight / Heterosexual,White,15-Oct,20-25
44620,5 Master's,1 Master's,200,"I am not primarily a developer, but I write code sometimes as part of my work","Employed, full-time","Hybrid (some remote, some in-person)",Hobby,Books / Physical media,Technical documentation,Other,Data or business analyst,100 to 499 employees,United States of America,25-34 years old,Man,No,Gay or Lesbian,White,10-May,15-Oct
44627,4 Bachelor's,2 Bachelor's,60,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,Books / Physical media,Technical documentation,,"Developer, back-end",2 to 9 employees,United States of America,35-44 years old,Man,Yes,Queer,North American;Black,10-May,10-May
44655,4 Bachelor's,2 Bachelor's,2250,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,Books / Physical media,,,"Engineer, data","10,000 or more employees",United States of America,25-34 years old,Man,No,Straight / Heterosexual,Hispanic or Latino/a,0-5,10-May
44659,2 College study,4 College study,325,I am a developer by profession,"Employed, full-time",Fully remote,Contribute to open-source projects,"School (i.e., University, College, etc)",,,"Developer, back-end",100 to 499 employees,United States of America,35-44 years old,Man,No,Straight / Heterosexual,White,15-Oct,15-20
44664,2 College study,4 College study,225,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,"Other online resources (e.g., videos, blogs, forum)",Blogs,,"Developer, full-stack","Just me - I am a freelancer, sole proprietor, etc.",United States of America,35-44 years old,Man,No,Straight / Heterosexual,Asian,15-Oct,25-30
44685,3 Associate,3 Associate,180,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,"Other online resources (e.g., videos, blogs, forum)",Technical documentation,,"Developer, back-end",20 to 99 employees,United States of America,35-44 years old,Man,No,Straight / Heterosexual,White;North American,20-25,20-25
44697,2 College study,4 College study,130,"I am not primarily a developer, but I write code sometimes as part of my work","Employed, full-time","Hybrid (some remote, some in-person)",I don't code outside o,Books / Physical media,Technical documentation,Coursera,Other (please specify):,100 to 499 employees,United States of America,25-34 years old,Woman,No,Straight / Heterosexual,Asian;Pacific Islander,0-5,0-5
44708,4 Bachelor's,2 Bachelor's,200,I am a developer by profession,"Employed, full-time",Fully remote,Bootstrapping a business,Books / Physical media,Technical documentation,edX,"Developer, full-stack","10,000 or more employees",United States of America,35-44 years old,Man,No,Straight / Heterosexual,White,10-May,15-Oct
44710,4 Bachelor's,2 Bachelor's,185,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,Books / Physical media,Technical documentation,,"Developer, full-stack",10 to 19 employees,United States of America,45-54 years old,Man,Prefer not to say,,White,15-20,15-20
44713,5 Master's,1 Master's,126,"I am not primarily a developer, but I write code sometimes as part of my work","Employed, full-time",Fully remote,I don't code outside o,"Other online resources (e.g., videos, blogs, forum)",Technical documentation,,Other (please specify):,"10,000 or more employees",United States of America,45-54 years old,Woman,No,Gay or Lesbian;Queer,White,0-5,10-May
44720,2 College study,4 College study,101,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,Books / Physical media,Technical documentation,,"Developer, front-end",20 to 99 employees,United States of America,45-54 years old,Man,No,Prefer to self-describe:,North American,20-25,25-30
44723,5 Master's,1 Master's,150,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",School or academic work,"School (i.e., University, College, etc)",,,"Developer, front-end","10,000 or more employees",United States of America,35-44 years old,Man,No,Straight / Heterosexual,White,15-Oct,15-20
44741,4 Bachelor's,2 Bachelor's,140,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,Books / Physical media,Technical documentation,Coursera,"Engineer, data",100 to 499 employees,United States of America,25-34 years old,"Man;Non-binary, genderqueer, or gender non-conforming",No,Straight / Heterosexual;Queer,White,10-May,10-May
44747,4 Bachelor's,2 Bachelor's,154,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,Books / Physical media,Technical documentation,,"Developer, front-end","10,000 or more employees",United States of America,35-44 years old,Man,No,Straight / Heterosexual,White,15-20,25-30
44750,5 Master's,1 Master's,87,I am a developer by profession,"Employed, full-time",Full in-person,Hobby,"School (i.e., University, College, etc)",,Pluralsight,"Developer, full-stack","1,000 to 4,999 employees",United States of America,25-34 years old,Man,No,Straight / Heterosexual,White,0-5,10-May
44758,4 Bachelor's,2 Bachelor's,300,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Bootstrapping a business,Books / Physical media,Technical documentation,,Engineering manager,"1,000 to 4,999 employees",United States of America,25-34 years old,Man,No,Straight / Heterosexual,White,10-May,15-Oct
44773,6 Doctorate,0 Doctorate,145,I am a developer by profession,"Employed, full-time",Full in-person,I don't code outside o,Books / Physical media,,,Academic researcher,"10,000 or more employees",United States of America,35-44 years old,Man,No,Straight / Heterosexual,White,15-Oct,25-30
44779,3 Associate,3 Associate,113,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,Books / Physical media,Technical documentation,Udemy,"Developer, full-stack","5,000 to 9,999 employees",United States of America,25-34 years old,Man,No,Straight / Heterosexual,White,0-5,10-May
44781,5 Master's,1 Master's,260,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,Other (please specify):,,,"Developer, full-stack","10,000 or more employees",United States of America,45-54 years old,Man,No,Straight / Heterosexual,White,15-20,40-45
44784,4 Bachelor's,2 Bachelor's,200,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Bootstrapping a business,Books / Physical media,,,"Developer, front-end","10,000 or more employees",United States of America,55-64 years old,Man,No,Straight / Heterosexual,White;North American,30-35,40-45
44788,4 Bachelor's,2 Bachelor's,2250,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,"Other online resources (e.g., videos, blogs, forum)",Written Tutorials,Codecademy,"Developer, front-end","10,000 or more employees",United States of America,25-34 years old,Man,No,Straight / Heterosexual,White,10-May,15-Oct
44794,4 Bachelor's,2 Bachelor's,110,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,Books / Physical media,,Pluralsight,"Developer, full-stack",100 to 499 employees,United States of America,35-44 years old,Man,No,Straight / Heterosexual,White;European,15-Oct,15-20
44799,4 Bachelor's,2 Bachelor's,90,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,"Other online resources (e.g., videos, blogs, forum)",Stack Overflow,Udemy,"Developer, full-stack",20 to 99 employees,United States of America,25-34 years old,Man,No,Straight / Heterosexual,White,10-May,10-May
44802,2 College study,4 College study,1176,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,Books / Physical media,Technical documentation,,"Developer, front-end",10 to 19 employees,United States of America,25-34 years old,Man,No,Straight / Heterosexual,Black,10-May,15-Oct
44805,5 Master's,1 Master's,100,I am a developer by profession,"Independent contractor, freelancer, or self-employed",Fully remote,I don't code outside o,"Other online resources (e.g., videos, blogs, forum)",Technical documentation,,"Developer, desktop or enterprise applications","Just me - I am a freelancer, sole proprietor, etc.",United States of America,65 years or older,Man,No,Straight / Heterosexual,White,40-45,45-50
44808,6 Doctorate,0 Doctorate,140,I am a developer by profession,"Employed, full-time",Fully remote,I don't code outside o,Coding Bootcamp,,,"Developer, full-stack",20 to 99 employees,United States of America,35-44 years old,Woman,No,Straight / Heterosexual,Asian,0-5,0-5
44811,5 Master's,1 Master's,135,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,Books / Physical media,Technical documentation,,"Engineer, data",20 to 99 employees,United States of America,35-44 years old,Man,No,Straight / Heterosexual,White,15-Oct,15-Oct
44812,5 Master's,1 Master's,110,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,"School (i.e., University, College, etc)",,,"Developer, full-stack",100 to 499 employees,United States of America,35-44 years old,Man,No,Straight / Heterosexual,White,20-25,20-25
44816,3 Associate,3 Associate,180,"I am not primarily a developer, but I write code sometimes as part of my work","Employed, full-time",Fully remote,I don't code outside o,Books / Physical media,Technical documentation,Pluralsight,"Developer, front-end","10,000 or more employees",United States of America,35-44 years old,Man,No,Prefer not to say,North American,15-20,25-30
44822,4 Bachelor's,2 Bachelor's,120,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",I don't code outside o,"School (i.e., University, College, etc)",,,"Developer, full-stack","10,000 or more employees",United States of America,25-34 years old,Woman,No,Bisexual;Straight / Heterosexual,European,10-May,15-Oct
44823,5 Master's,1 Master's,180,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,"School (i.e., University, College, etc)",,,"Developer, full-stack",500 to 999 employees,United States of America,35-44 years old,Woman,No,Straight / Heterosexual,White,15-Oct,20-25
44826,3 Associate,3 Associate,56,I am a developer by profession,"Independent contractor, freelancer, or self-employed",Fully remote,Hobby,"Other online resources (e.g., videos, blogs, forum)",Technical documentation,,"Developer, back-end",10 to 19 employees,United States of America,25-34 years old,Woman,Yes,Prefer to self-describe:;Queer,White,0-5,15-20
44833,5 Master's,1 Master's,190,I am a developer by profession,"Employed, full-time",Full in-person,Hobby,Books / Physical media,,,"Developer, desktop or enterprise applications",100 to 499 employees,United States of America,35-44 years old,Man,No,Straight / Heterosexual,White,15-20,20-25
44838,6 Doctorate,0 Doctorate,175,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,"Other online resources (e.g., videos, blogs, forum)",Technical documentation,,Data scientist or machine learning specialist,"10,000 or more employees",United States of America,25-34 years old,Man,No,Gay or Lesbian,White,0-5,15-Oct
44846,4 Bachelor's,2 Bachelor's,190,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,Books / Physical media,Technical documentation,Udemy,"Developer, front-end","10,000 or more employees",United States of America,65 years or older,Man,No,Straight / Heterosexual,White,35-40,40-45
44847,5 Master's,1 Master's,170,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",I don't code outside o,"School (i.e., University, College, etc)",,,"Developer, full-stack","1,000 to 4,999 employees",United States of America,55-64 years old,Man,No,Prefer not to say,Prefer not to say,,
44851,2 College study,4 College study,170,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,"School (i.e., University, College, etc)",,,"Developer, full-stack",100 to 499 employees,United States of America,45-54 years old,Man,No,Straight / Heterosexual,White,25-30,30-35
44852,4 Bachelor's,2 Bachelor's,150,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,Books / Physical media,Technical documentation,,"Developer, full-stack",500 to 999 employees,United States of America,35-44 years old,Man,No,Straight / Heterosexual,White,10-May,10-May
44859,4 Bachelor's,2 Bachelor's,345,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",I don't code outside o,Books / Physical media,Technical documentation,Pluralsight,"Developer, back-end",100 to 499 employees,United States of America,25-34 years old,Man,No,Straight / Heterosexual,White,0-5,15-Oct
44863,3 Associate,3 Associate,90,I am a developer by profession,"Employed, full-time",Fully remote,Contribute to open-source projects,Books / Physical media,Technical documentation,Coursera,"Developer, back-end","10,000 or more employees",United States of America,25-34 years old,Woman,No,Bisexual,White,0-5,10-May
44864,4 Bachelor's,2 Bachelor's,125,"I am not primarily a developer, but I write code sometimes as part of my work","Employed, full-time",Fully remote,Contribute to open-source projects,Friend or family member,Blogs,Pluralsight,Other (please specify):,"5,000 to 9,999 employees",United States of America,35-44 years old,Man,No,Prefer not to say,Indian,15-20,15-20
44870,4 Bachelor's,2 Bachelor's,187,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,"Other online resources (e.g., videos, blogs, forum)",Technical documentation,,"Developer, full-stack",500 to 999 employees,United States of America,25-34 years old,Man,No,Straight / Heterosexual,Indian,10-May,10-May
44871,4 Bachelor's,2 Bachelor's,123,I am a developer by profession,"Employed, full-time",Fully remote,I don't code outside o,"Other online resources (e.g., videos, blogs, forum)",Technical documentation,,"Developer, back-end","10,000 or more employees",United States of America,25-34 years old,Woman,No,Prefer not to say,White,0-5,10-May
44874,5 Master's,1 Master's,130,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,Books / Physical media,Technical documentation,Coursera,"Developer, front-end",100 to 499 employees,United States of America,35-44 years old,Man,No,Straight / Heterosexual,African;Black,0-5,10-May
44878,2 College study,4 College study,175,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,Books / Physical media,,,"Developer, back-end","5,000 to 9,999 employees",United States of America,35-44 years old,Man,No,Straight / Heterosexual,White,10-May,15-Oct
44880,5 Master's,1 Master's,250,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,"Other online resources (e.g., videos, blogs, forum)",Video-based Online Courses,,Engineering manager,500 to 999 employees,United States of America,25-34 years old,Woman,No,Bisexual,White,10-May,10-May
44881,4 Bachelor's,2 Bachelor's,100,"I am not primarily a developer, but I write code sometimes as part of my work","Employed, full-time",Fully remote,Hobby,Books / Physical media,Technical documentation,,Project manager,"10,000 or more employees",United States of America,35-44 years old,Man,No,Straight / Heterosexual,White,0-5,10-May
44890,2 College study,4 College study,147,I am a developer by profession,"Employed, full-time",Full in-person,Hobby,Books / Physical media,Technical documentation,Codecademy,"Developer, full-stack",20 to 99 employees,United States of America,45-54 years old,Man,No,Straight / Heterosexual,White,25-30,25-30
44895,4 Bachelor's,2 Bachelor's,115,I am a developer by profession,"Employed, full-time",Fully remote,I don't code outside o,"Other online resources (e.g., videos, blogs, forum)",Technical documentation,,"Developer, back-end",100 to 499 employees,United States of America,25-34 years old,Man,No,,White;Middle Eastern,10-May,15-Oct
44903,4 Bachelor's,2 Bachelor's,220,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,Books / Physical media,Technical documentation,Udemy,"Engineer, data","1,000 to 4,999 employees",United States of America,45-54 years old,Man,No,Straight / Heterosexual,White,20-25,30-35
44907,5 Master's,1 Master's,100,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,Books / Physical media,Technical documentation,,"Developer, full-stack","10,000 or more employees",United States of America,45-54 years old,Man,No,Straight / Heterosexual,Hispanic or Latino/a,20-25,20-25
44911,2 College study,4 College study,401,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,Coding Bootcamp,,,"Developer, front-end","5,000 to 9,999 employees",United States of America,35-44 years old,Man,No,Straight / Heterosexual,Hispanic or Latino/a,10-May,10-May
44912,2 College study,4 College study,130,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,Books / Physical media,,Udemy,"Developer, back-end","1,000 to 4,999 employees",United States of America,65 years or older,Man,No,Straight / Heterosexual,White,25-30,25-30
44913,4 Bachelor's,2 Bachelor's,72,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,Books / Physical media,Technical documentation,Udemy,"Developer, full-stack",100 to 499 employees,United States of America,25-34 years old,Man,No,Straight / Heterosexual,White,0-5,10-May
44914,4 Bachelor's,2 Bachelor's,162,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,Books / Physical media,,,"Developer, full-stack",100 to 499 employees,United States of America,35-44 years old,Man,No,Straight / Heterosexual,White,10-May,10-May
44918,4 Bachelor's,2 Bachelor's,190,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,"School (i.e., University, College, etc)",,,"Developer, full-stack",I don���,United States of America,45-54 years old,Man,No,Straight / Heterosexual,White,25-30,30-35
44920,4 Bachelor's,2 Bachelor's,122,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,Books / Physical media,Technical documentation,,"Developer, full-stack","10,000 or more employees",United States of America,35-44 years old,Man,No,Queer,White,10-May,15-Oct
44922,4 Bachelor's,2 Bachelor's,150,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,Books / Physical media,Technical documentation,Codecademy,"Developer, front-end",2 to 9 employees,United States of America,45-54 years old,Man,No,Straight / Heterosexual,White,20-25,25-30
44923,5 Master's,1 Master's,250,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,Books / Physical media,Technical documentation,,"Engineer, data",100 to 499 employees,United States of America,25-34 years old,Man,No,Straight / Heterosexual,White,15-Oct,15-Oct
44930,2 College study,4 College study,2250,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,Books / Physical media,Technical documentation,,"Developer, front-end",10 to 19 employees,United States of America,35-44 years old,Man,No,Straight / Heterosexual,White,10-May,20-25
44932,5 Master's,1 Master's,121,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,Books / Physical media,Technical documentation,,"Developer, embedded applications or devices","10,000 or more employees",United States of America,25-34 years old,Man,No,Straight / Heterosexual,White;European,10-May,15-Oct
